contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,mid_price,relative_spread,market_price,price_source,calculated_iv,expiry,option_type,time_to_expiry,underlying_price,moneyness
SPY260924P00760000,2026-09-15 20:10:23+00:00,760.0,8.12,7.91,8.13,1.2599998,18.367344,222.0,355.0,0.13465220825195315,True,REGULAR,USD,8.02,0.02743142144638412,8.02,mid,0.14842151565328243,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0034460255628983
SPY260924P00761000,2026-09-15 19:51:54+00:00,761.0,9.35,8.42,8.64,2.2700005,32.062153,16.0,377.0,0.13327893096923826,True,REGULAR,USD,8.530000000000001,0.025791324736225158,8.530000000000001,mid,0.14741648968458176,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0047663492807444
SPY260924P00762000,2026-09-15 18:16:13+00:00,762.0,9.43,8.92,9.21,1.9600005,26.238293,29.0,186.0,0.1326380682373047,True,REGULAR,USD,9.065000000000001,0.0319911748483178,9.065000000000001,mid,0.14645247834175826,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0060866729985902
SPY260924P00763000,2026-09-15 19:54:10+00:00,763.0,10.58,9.48,9.8,2.29,27.623644,82.0,96.0,0.13190565368652346,True,REGULAR,USD,9.64,0.033195020746887995,9.64,mid,0.14585517724156377,2026-09-24,put,0.024657534246575342,757.3900146484375,1.007406996716436
SPY260924P00764000,2026-09-15 14:37:38+00:00,764.0,10.99,10.08,10.37,3.02,37.892097,12.0,235.0,0.1302577209472656,True,REGULAR,USD,10.225,0.028361858190708963,10.225,mid,0.14497550478428603,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0087273204342821
SPY260924P00765000,2026-09-15 17:34:54+00:00,765.0,11.75,10.6,11.06,3.12,36.152954,19.0,413.0,0.13065444549560545,True,REGULAR,USD,10.83,0.04247460757156056,10.83,mid,0.14402617079168556,2026-09-24,put,0.024657534246575342,757.3900146484375,1.010047644152128
SPY260924P00766000,2026-09-15 19:58:03+00:00,766.0,12.49,11.25,11.75,2.9499998,30.922428,9.0,106.0,0.130593410949707,True,REGULAR,USD,11.5,0.043478260869565216,11.5,mid,0.14405280608460308,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0113679678699738
SPY260924P00767000,2026-09-15 16:17:28+00:00,767.0,13.38,11.93,12.47,1.0299997,8.340078,11.0,502.0,0.1307459973144531,True,REGULAR,USD,12.2,0.044262295081967294,12.2,mid,0.1443051522023976,2026-09-24,put,0.024657534246575342,757.3900146484375,1.01268829158782
SPY260924P00770000,2026-09-15 18:12:55+00:00,770.0,14.78,14.15,14.72,3.62,32.437275,7.0,32.0,0.13056289367675777,True,REGULAR,USD,14.435,0.03948735711811571,14.435,mid,0.14563211131989956,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0166492627413575
SPY260924P00775000,2026-09-15 14:07:33+00:00,775.0,18.22,17.34,20.58,1.0599995,6.177153,1.0,18.0,0.1823201885986328,True,REGULAR,USD,18.96,0.170886075949367,18.96,mid,0.16285199582576748,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0232508813305872
SPY260924P00780000,2026-09-14 19:19:01+00:00,780.0,19.75,21.69,25.3,0.0,0.0,2.0,4.0,0.2024005541992187,True,REGULAR,USD,23.495,0.15364971270483077,23.495,mid,0.1752803587704897,2026-09-24,put,0.024657534246575342,757.3900146484375,1.0298524999198169
SPY260924P00835000,2026-09-15 14:58:57+00:00,835.0,79.7,76.58,80.38,1.9300003,2.4816773,2.0,2.0,0.4558159887695313,True,REGULAR,USD,78.47999999999999,0.048419979612640135,78.47999999999999,mid,0.4216223227590323,2026-09-24,put,0.024657534246575342,757.3900146484375,1.1024703044013424
